,District_Code,Sex,District,Neighborhood,Neighborhood_Code,Population,Nationality
137,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,472,Italy
138,10,Women,Sant Martí,el Clot,65,282,Italy
139,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,285,Italy
140,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,147,Italy
141,10,Women,Sant Martí,el Poblenou,68,653,Italy
142,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,179,Italy
143,10,Women,Sant Martí,el Besòs i el Maresme,70,108,Italy
144,10,Women,Sant Martí,Provençals del Poblenou,71,215,Italy
145,10,Women,Sant Martí,Sant Martí de Provençals,72,142,Italy
146,10,Women,Sant Martí,la Verneda i la Pau,73,127,Italy
147,1,Women,Ciutat Vella,el Raval,1,434,France
148,1,Women,Ciutat Vella,el Barri Gòtic,2,312,France
149,1,Women,Ciutat Vella,la Barceloneta,3,152,France
150,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,418,France
151,2,Women,Eixample,el Fort Pienc,5,310,France
152,2,Women,Eixample,la Sagrada Família,6,249,France
153,2,Women,Eixample,la Dreta de l'Eixample,7,580,France
154,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,379,France
155,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,297,France
156,2,Women,Eixample,Sant Antoni,10,281,France
157,3,Women,Sants-Montjuïc,el Poble Sec,11,381,France
158,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,0,France
159,3,Women,Sants-Montjuïc,la Marina de Port,13,41,France
160,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,45,France
161,3,Women,Sants-Montjuïc,Hostafrancs,15,97,France
162,3,Women,Sants-Montjuïc,la Bordeta,16,51,France
163,3,Women,Sants-Montjuïc,Sants - Badal,17,65,France
164,3,Women,Sants-Montjuïc,Sants,18,192,France
165,4,Women,Les Corts,les Corts,19,162,France
166,4,Women,Les Corts,la Maternitat i Sant Ramon,20,67,France
167,4,Women,Les Corts,Pedralbes,21,193,France
168,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,59,France
169,5,Women,Sarrià-Sant Gervasi,Sarrià,23,352,France
170,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,80,France
171,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,138,France
172,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,324,France
173,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,216,France
174,6,Women,Gràcia,Vallcarca i els Penitents,28,69,France
175,6,Women,Gràcia,el Coll,29,30,France
176,6,Women,Gràcia,la Salut,30,57,France
177,6,Women,Gràcia,la Vila de Gràcia,31,610,France
178,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,234,France
179,7,Women,Horta-Guinardó,el Baix Guinardó,33,90,France
180,7,Women,Horta-Guinardó,Can Baró,34,44,France
181,7,Women,Horta-Guinardó,el Guinardó,35,132,France
182,7,Women,Horta-Guinardó,la Font d'en Fargues,36,30,France
183,7,Women,Horta-Guinardó,el Carmel,37,49,France
184,7,Women,Horta-Guinardó,la Teixonera,38,28,France
185,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,10,France
186,7,Women,Horta-Guinardó,Montbau,40,7,France
187,7,Women,Horta-Guinardó,la Vall d'Hebron,41,6,France
188,7,Women,Horta-Guinardó,la Clota,42,2,France
189,7,Women,Horta-Guinardó,Horta,43,45,France
190,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,33,France
191,8,Women,Nou Barris,Porta,45,20,France
192,8,Women,Nou Barris,el Turó de la Peira,46,22,France
193,8,Women,Nou Barris,Can Peguera,47,0,France
194,8,Women,Nou Barris,la Guineueta,48,18,France
195,8,Women,Nou Barris,Canyelles,49,3,France
196,8,Women,Nou Barris,les Roquetes,50,23,France
197,8,Women,Nou Barris,Verdun,51,17,France
198,8,Women,Nou Barris,la Prosperitat,52,27,France
199,8,Women,Nou Barris,la Trinitat Nova,53,1,France
200,8,Women,Nou Barris,Torre Baró,54,1,France
201,8,Women,Nou Barris,Ciutat Meridiana,55,1,France
202,8,Women,Nou Barris,Vallbona,56,2,France
203,9,Women,Sant Andreu,la Trinitat Vella,57,7,France
204,9,Women,Sant Andreu,Baró de Viver,58,1,France
205,9,Women,Sant Andreu,el Bon Pastor,59,8,France
206,9,Women,Sant Andreu,Sant Andreu,60,70,France
207,9,Women,Sant Andreu,la Sagrera,61,40,France
208,9,Women,Sant Andreu,el Congrés i els Indians,62,23,France
209,9,Women,Sant Andreu,Navas,63,44,France
210,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,187,France
211,10,Women,Sant Martí,el Clot,65,78,France
212,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,105,France
213,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,90,France
214,10,Women,Sant Martí,el Poblenou,68,266,France
215,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,71,France
216,10,Women,Sant Martí,el Besòs i el Maresme,70,31,France
217,10,Women,Sant Martí,Provençals del Poblenou,71,66,France
218,10,Women,Sant Martí,Sant Martí de Provençals,72,31,France
219,10,Women,Sant Martí,la Verneda i la Pau,73,32,France
220,1,Women,Ciutat Vella,el Raval,1,258,United Kingdom
221,1,Women,Ciutat Vella,el Barri Gòtic,2,199,United Kingdom
222,1,Women,Ciutat Vella,la Barceloneta,3,91,United Kingdom
223,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,263,United Kingdom
224,2,Women,Eixample,el Fort Pienc,5,104,United Kingdom
225,2,Women,Eixample,la Sagrada Família,6,129,United Kingdom
226,2,Women,Eixample,la Dreta de l'Eixample,7,221,United Kingdom
227,6,Women,Gràcia,el Coll,29,0,Cuba
228,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,141,United Kingdom
229,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,146,United Kingdom
230,2,Women,Eixample,Sant Antoni,10,141,United Kingdom
231,3,Women,Sants-Montjuïc,el Poble Sec,11,190,United Kingdom
232,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,0,United Kingdom
233,3,Women,Sants-Montjuïc,la Marina de Port,13,17,United Kingdom
234,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,15,United Kingdom
235,3,Women,Sants-Montjuïc,Hostafrancs,15,35,United Kingdom
236,3,Women,Sants-Montjuïc,la Bordeta,16,14,United Kingdom
237,3,Women,Sants-Montjuïc,Sants - Badal,17,21,United Kingdom
238,3,Women,Sants-Montjuïc,Sants,18,75,United Kingdom
239,4,Women,Les Corts,les Corts,19,45,United Kingdom
240,4,Women,Les Corts,la Maternitat i Sant Ramon,20,20,United Kingdom
241,4,Women,Les Corts,Pedralbes,21,40,United Kingdom
242,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,31,United Kingdom
243,5,Women,Sarrià-Sant Gervasi,Sarrià,23,72,United Kingdom
244,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,22,United Kingdom
245,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,44,United Kingdom
246,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,89,United Kingdom
247,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,92,United Kingdom
248,6,Women,Gràcia,Vallcarca i els Penitents,28,44,United Kingdom
249,6,Women,Gràcia,el Coll,29,17,United Kingdom
250,6,Women,Gràcia,la Salut,30,34,United Kingdom
251,6,Women,Gràcia,la Vila de Gràcia,31,280,United Kingdom
252,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,77,United Kingdom
253,7,Women,Horta-Guinardó,el Baix Guinardó,33,41,United Kingdom
254,7,Women,Horta-Guinardó,Can Baró,34,10,United Kingdom
255,7,Women,Horta-Guinardó,el Guinardó,35,51,United Kingdom
256,7,Women,Horta-Guinardó,la Font d'en Fargues,36,14,United Kingdom
257,7,Women,Horta-Guinardó,el Carmel,37,22,United Kingdom
258,6,Women,Gràcia,la Salut,30,9,Cuba
259,7,Women,Horta-Guinardó,la Teixonera,38,10,United Kingdom
260,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,4,United Kingdom
261,7,Women,Horta-Guinardó,Montbau,40,3,United Kingdom
262,7,Women,Horta-Guinardó,la Vall d'Hebron,41,5,United Kingdom
263,7,Women,Horta-Guinardó,la Clota,42,0,United Kingdom
264,7,Women,Horta-Guinardó,Horta,43,7,United Kingdom
265,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,19,United Kingdom
266,8,Women,Nou Barris,Porta,45,11,United Kingdom
267,8,Women,Nou Barris,el Turó de la Peira,46,9,United Kingdom
268,8,Women,Nou Barris,Can Peguera,47,0,United Kingdom
269,8,Women,Nou Barris,la Guineueta,48,5,United Kingdom
270,8,Women,Nou Barris,Canyelles,49,2,United Kingdom
271,8,Women,Nou Barris,les Roquetes,50,7,United Kingdom
272,8,Women,Nou Barris,Verdun,51,6,United Kingdom
273,8,Women,Nou Barris,la Prosperitat,52,10,United Kingdom
274,8,Women,Nou Barris,la Trinitat Nova,53,2,United Kingdom
275,8,Women,Nou Barris,Torre Baró,54,0,United Kingdom
276,8,Women,Nou Barris,Ciutat Meridiana,55,8,United Kingdom
277,8,Women,Nou Barris,Vallbona,56,0,United Kingdom
278,9,Women,Sant Andreu,la Trinitat Vella,57,4,United Kingdom
279,9,Women,Sant Andreu,Baró de Viver,58,0,United Kingdom
280,9,Women,Sant Andreu,el Bon Pastor,59,1,United Kingdom
281,9,Women,Sant Andreu,Sant Andreu,60,33,United Kingdom
282,9,Women,Sant Andreu,la Sagrera,61,11,United Kingdom
283,9,Women,Sant Andreu,el Congrés i els Indians,62,8,United Kingdom
284,9,Women,Sant Andreu,Navas,63,21,United Kingdom
285,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,95,United Kingdom
286,10,Women,Sant Martí,el Clot,65,40,United Kingdom
287,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,61,United Kingdom
288,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,39,United Kingdom
289,10,Women,Sant Martí,el Poblenou,68,177,United Kingdom
290,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,40,United Kingdom
291,6,Men,Gràcia,el Coll,29,46,Pakistan
292,10,Women,Sant Martí,el Besòs i el Maresme,70,21,United Kingdom
293,10,Women,Sant Martí,Provençals del Poblenou,71,30,United Kingdom
294,10,Women,Sant Martí,Sant Martí de Provençals,72,17,United Kingdom
295,10,Women,Sant Martí,la Verneda i la Pau,73,6,United Kingdom
296,1,Women,Ciutat Vella,el Raval,1,147,Russia
297,1,Women,Ciutat Vella,el Barri Gòtic,2,120,Russia
298,1,Women,Ciutat Vella,la Barceloneta,3,85,Russia
299,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,157,Russia
300,2,Women,Eixample,el Fort Pienc,5,100,Russia
301,2,Women,Eixample,la Sagrada Família,6,150,Russia
302,2,Women,Eixample,la Dreta de l'Eixample,7,229,Russia
303,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,151,Russia
304,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,176,Russia
305,2,Women,Eixample,Sant Antoni,10,114,Russia
306,3,Women,Sants-Montjuïc,el Poble Sec,11,102,Russia
307,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,3,Russia
308,3,Women,Sants-Montjuïc,la Marina de Port,13,59,Russia
309,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,51,Russia
310,3,Women,Sants-Montjuïc,Hostafrancs,15,71,Russia
311,3,Women,Sants-Montjuïc,la Bordeta,16,28,Russia
312,3,Women,Sants-Montjuïc,Sants - Badal,17,70,Russia
313,3,Women,Sants-Montjuïc,Sants,18,88,Russia
314,4,Women,Les Corts,les Corts,19,119,Russia
315,4,Women,Les Corts,la Maternitat i Sant Ramon,20,63,Russia
316,4,Women,Les Corts,Pedralbes,21,116,Russia
317,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,21,Russia
318,5,Women,Sarrià-Sant Gervasi,Sarrià,23,79,Russia
319,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,55,Russia
320,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,105,Russia
321,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,166,Russia
322,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,107,Russia
323,8,Men,Nou Barris,Canyelles,49,0,Philippines
324,6,Women,Gràcia,Vallcarca i els Penitents,28,62,Russia
325,6,Women,Gràcia,el Coll,29,29,Russia
326,6,Women,Gràcia,la Salut,30,32,Russia
327,6,Women,Gràcia,la Vila de Gràcia,31,128,Russia
328,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,79,Russia
329,7,Women,Horta-Guinardó,el Baix Guinardó,33,46,Russia
330,7,Women,Horta-Guinardó,Can Baró,34,34,Russia
331,7,Women,Horta-Guinardó,el Guinardó,35,89,Russia
332,7,Women,Horta-Guinardó,la Font d'en Fargues,36,12,Russia
333,7,Women,Horta-Guinardó,el Carmel,37,94,Russia
334,7,Women,Horta-Guinardó,la Teixonera,38,32,Russia
335,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,25,Russia
336,7,Women,Horta-Guinardó,Montbau,40,11,Russia
337,7,Women,Horta-Guinardó,la Vall d'Hebron,41,17,Russia
338,7,Women,Horta-Guinardó,la Clota,42,1,Russia
339,7,Women,Horta-Guinardó,Horta,43,48,Russia
340,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,43,Russia
341,8,Women,Nou Barris,Porta,45,86,Russia
342,8,Women,Nou Barris,el Turó de la Peira,46,41,Russia
343,8,Women,Nou Barris,Can Peguera,47,5,Russia
344,8,Women,Nou Barris,la Guineueta,48,21,Russia
345,8,Women,Nou Barris,Canyelles,49,7,Russia
346,8,Women,Nou Barris,les Roquetes,50,41,Russia
347,8,Women,Nou Barris,Verdun,51,29,Russia
348,8,Women,Nou Barris,la Prosperitat,52,45,Russia
349,8,Women,Nou Barris,la Trinitat Nova,53,23,Russia
350,8,Women,Nou Barris,Torre Baró,54,3,Russia
351,8,Women,Nou Barris,Ciutat Meridiana,55,48,Russia
352,8,Women,Nou Barris,Vallbona,56,8,Russia
353,9,Women,Sant Andreu,la Trinitat Vella,57,29,Russia
354,9,Women,Sant Andreu,Baró de Viver,58,7,Russia
355,9,Women,Sant Andreu,el Bon Pastor,59,32,Russia
356,9,Women,Sant Andreu,Sant Andreu,60,73,Russia
357,9,Women,Sant Andreu,la Sagrera,61,101,Russia
358,9,Women,Sant Andreu,el Congrés i els Indians,62,48,Russia
359,9,Women,Sant Andreu,Navas,63,45,Russia
360,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,105,Russia
361,10,Women,Sant Martí,el Clot,65,51,Russia
362,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,68,Russia
363,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,49,Russia
364,10,Women,Sant Martí,el Poblenou,68,158,Russia
365,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,210,Russia
366,10,Women,Sant Martí,el Besòs i el Maresme,70,203,Russia
367,10,Women,Sant Martí,Provençals del Poblenou,71,99,Russia
368,10,Women,Sant Martí,Sant Martí de Provençals,72,67,Russia
369,10,Women,Sant Martí,la Verneda i la Pau,73,83,Russia
370,1,Women,Ciutat Vella,el Raval,1,198,Germany
371,1,Women,Ciutat Vella,el Barri Gòtic,2,146,Germany
372,1,Women,Ciutat Vella,la Barceloneta,3,122,Germany
373,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,195,Germany
374,2,Women,Eixample,el Fort Pienc,5,123,Germany
375,2,Women,Eixample,la Sagrada Família,6,123,Germany
376,2,Women,Eixample,la Dreta de l'Eixample,7,231,Germany
377,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,175,Germany
378,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,126,Germany
379,2,Women,Eixample,Sant Antoni,10,147,Germany
380,3,Women,Sants-Montjuïc,el Poble Sec,11,159,Germany
381,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,1,Germany
382,3,Women,Sants-Montjuïc,la Marina de Port,13,18,Germany
383,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,20,Germany
384,3,Women,Sants-Montjuïc,Hostafrancs,15,35,Germany
385,3,Women,Sants-Montjuïc,la Bordeta,16,27,Germany
386,3,Women,Sants-Montjuïc,Sants - Badal,17,25,Germany
387,3,Women,Sants-Montjuïc,Sants,18,79,Germany
388,4,Women,Les Corts,les Corts,19,81,Germany
389,4,Women,Les Corts,la Maternitat i Sant Ramon,20,32,Germany
390,4,Women,Les Corts,Pedralbes,21,38,Germany
391,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,31,Germany
392,5,Women,Sarrià-Sant Gervasi,Sarrià,23,68,Germany
393,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,42,Germany
394,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,65,Germany
395,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,148,Germany
396,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,92,Germany
397,6,Women,Gràcia,Vallcarca i els Penitents,28,51,Germany
398,6,Women,Gràcia,el Coll,29,16,Germany
399,6,Women,Gràcia,la Salut,30,43,Germany
400,6,Women,Gràcia,la Vila de Gràcia,31,252,Germany
401,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,69,Germany
402,7,Women,Horta-Guinardó,el Baix Guinardó,33,29,Germany
403,7,Women,Horta-Guinardó,Can Baró,34,27,Germany
404,7,Women,Horta-Guinardó,el Guinardó,35,55,Germany
405,7,Women,Horta-Guinardó,la Font d'en Fargues,36,7,Germany
406,7,Women,Horta-Guinardó,el Carmel,37,32,Germany
407,7,Women,Horta-Guinardó,la Teixonera,38,11,Germany
408,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,13,Germany
409,7,Women,Horta-Guinardó,Montbau,40,4,Germany
410,7,Women,Horta-Guinardó,la Vall d'Hebron,41,8,Germany
411,7,Women,Horta-Guinardó,la Clota,42,0,Germany
412,7,Women,Horta-Guinardó,Horta,43,29,Germany
413,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,22,Germany
414,8,Women,Nou Barris,Porta,45,12,Germany
415,8,Women,Nou Barris,el Turó de la Peira,46,6,Germany
416,8,Women,Nou Barris,Can Peguera,47,0,Germany
417,8,Women,Nou Barris,la Guineueta,48,7,Germany
418,8,Women,Nou Barris,Canyelles,49,2,Germany
419,8,Women,Nou Barris,les Roquetes,50,5,Germany
420,8,Women,Nou Barris,Verdun,51,4,Germany
421,8,Women,Nou Barris,la Prosperitat,52,10,Germany
422,8,Women,Nou Barris,la Trinitat Nova,53,0,Germany
423,8,Women,Nou Barris,Torre Baró,54,0,Germany
424,8,Women,Nou Barris,Ciutat Meridiana,55,3,Germany
425,8,Women,Nou Barris,Vallbona,56,1,Germany
426,9,Women,Sant Andreu,la Trinitat Vella,57,1,Germany
427,9,Women,Sant Andreu,Baró de Viver,58,2,Germany
428,9,Women,Sant Andreu,el Bon Pastor,59,11,Germany
429,9,Women,Sant Andreu,Sant Andreu,60,33,Germany
430,9,Women,Sant Andreu,la Sagrera,61,28,Germany
431,9,Women,Sant Andreu,el Congrés i els Indians,62,20,Germany
432,9,Women,Sant Andreu,Navas,63,19,Germany
433,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,81,Germany
434,10,Women,Sant Martí,el Clot,65,39,Germany
435,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,50,Germany
436,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,51,Germany
437,10,Women,Sant Martí,el Poblenou,68,182,Germany
438,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,45,Germany
439,10,Women,Sant Martí,el Besòs i el Maresme,70,16,Germany
440,10,Women,Sant Martí,Provençals del Poblenou,71,36,Germany
441,10,Women,Sant Martí,Sant Martí de Provençals,72,18,Germany
442,10,Women,Sant Martí,la Verneda i la Pau,73,12,Germany
443,1,Women,Ciutat Vella,el Raval,1,164,Romania
444,1,Women,Ciutat Vella,el Barri Gòtic,2,90,Romania
445,1,Women,Ciutat Vella,la Barceloneta,3,48,Romania
446,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,75,Romania
447,2,Women,Eixample,el Fort Pienc,5,83,Romania
448,2,Women,Eixample,la Sagrada Família,6,99,Romania
449,2,Women,Eixample,la Dreta de l'Eixample,7,80,Romania
450,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,85,Romania
451,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,138,Romania
452,2,Women,Eixample,Sant Antoni,10,64,Romania
453,3,Women,Sants-Montjuïc,el Poble Sec,11,86,Romania
454,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,1,Romania
455,3,Women,Sants-Montjuïc,la Marina de Port,13,87,Romania
456,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,37,Romania
457,3,Women,Sants-Montjuïc,Hostafrancs,15,62,Romania
458,3,Women,Sants-Montjuïc,la Bordeta,16,40,Romania
459,3,Women,Sants-Montjuïc,Sants - Badal,17,97,Romania
460,3,Women,Sants-Montjuïc,Sants,18,167,Romania
461,4,Women,Les Corts,les Corts,19,88,Romania
462,4,Women,Les Corts,la Maternitat i Sant Ramon,20,37,Romania
463,4,Women,Les Corts,Pedralbes,21,23,Romania
464,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,8,Romania
465,5,Women,Sarrià-Sant Gervasi,Sarrià,23,17,Romania
466,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,7,Romania
467,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,53,Romania
468,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,61,Romania
469,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,44,Romania
470,6,Women,Gràcia,Vallcarca i els Penitents,28,30,Romania
471,6,Women,Gràcia,el Coll,29,32,Romania
472,6,Women,Gràcia,la Salut,30,29,Romania
473,6,Women,Gràcia,la Vila de Gràcia,31,83,Romania
474,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,111,Romania
475,7,Women,Horta-Guinardó,el Baix Guinardó,33,66,Romania
476,7,Women,Horta-Guinardó,Can Baró,34,22,Romania
477,7,Women,Horta-Guinardó,el Guinardó,35,101,Romania
478,7,Women,Horta-Guinardó,la Font d'en Fargues,36,19,Romania
479,7,Women,Horta-Guinardó,el Carmel,37,108,Romania
480,7,Women,Horta-Guinardó,la Teixonera,38,21,Romania
481,7,Women,Horta-Guinardó,Sant Genís dels Agudells,39,8,Romania
482,7,Women,Horta-Guinardó,Montbau,40,12,Romania
483,7,Women,Horta-Guinardó,la Vall d'Hebron,41,19,Romania
484,7,Women,Horta-Guinardó,la Clota,42,0,Romania
485,7,Women,Horta-Guinardó,Horta,43,90,Romania
486,8,Women,Nou Barris,Vilapicina i la Torre Llobeta,44,51,Romania
487,8,Women,Nou Barris,Porta,45,84,Romania
488,8,Women,Nou Barris,el Turó de la Peira,46,47,Romania
489,8,Women,Nou Barris,Can Peguera,47,4,Romania
490,8,Women,Nou Barris,la Guineueta,48,48,Romania
491,8,Women,Nou Barris,Canyelles,49,16,Romania
492,8,Women,Nou Barris,les Roquetes,50,85,Romania
493,8,Women,Nou Barris,Verdun,51,30,Romania
494,8,Women,Nou Barris,la Prosperitat,52,69,Romania
495,8,Women,Nou Barris,la Trinitat Nova,53,25,Romania
496,8,Women,Nou Barris,Torre Baró,54,2,Romania
497,8,Women,Nou Barris,Ciutat Meridiana,55,41,Romania
498,8,Women,Nou Barris,Vallbona,56,1,Romania
499,9,Women,Sant Andreu,la Trinitat Vella,57,72,Romania
500,9,Women,Sant Andreu,Baró de Viver,58,7,Romania
501,9,Women,Sant Andreu,el Bon Pastor,59,42,Romania
502,9,Women,Sant Andreu,Sant Andreu,60,80,Romania
503,9,Women,Sant Andreu,la Sagrera,61,65,Romania
504,9,Women,Sant Andreu,el Congrés i els Indians,62,32,Romania
505,9,Women,Sant Andreu,Navas,63,69,Romania
506,10,Women,Sant Martí,el Camp de l'Arpa del Clot,64,79,Romania
507,10,Women,Sant Martí,el Clot,65,74,Romania
508,10,Women,Sant Martí,el Parc i la Llacuna del Poblenou,66,45,Romania
509,10,Women,Sant Martí,la Vila Olímpica del Poblenou,67,20,Romania
510,10,Women,Sant Martí,el Poblenou,68,69,Romania
511,10,Women,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,69,37,Romania
512,10,Women,Sant Martí,el Besòs i el Maresme,70,181,Romania
513,10,Women,Sant Martí,Provençals del Poblenou,71,63,Romania
514,10,Women,Sant Martí,Sant Martí de Provençals,72,66,Romania
515,10,Women,Sant Martí,la Verneda i la Pau,73,77,Romania
516,1,Women,Ciutat Vella,el Raval,1,84,Portugal
517,1,Women,Ciutat Vella,el Barri Gòtic,2,37,Portugal
518,1,Women,Ciutat Vella,la Barceloneta,3,71,Portugal
519,1,Women,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",4,74,Portugal
520,2,Women,Eixample,el Fort Pienc,5,82,Portugal
521,2,Women,Eixample,la Sagrada Família,6,154,Portugal
522,2,Women,Eixample,la Dreta de l'Eixample,7,108,Portugal
523,2,Women,Eixample,l'Antiga Esquerra de l'Eixample,8,112,Portugal
524,2,Women,Eixample,la Nova Esquerra de l'Eixample,9,119,Portugal
525,2,Women,Eixample,Sant Antoni,10,84,Portugal
526,3,Women,Sants-Montjuïc,el Poble Sec,11,77,Portugal
527,3,Women,Sants-Montjuïc,la Marina del Prat Vermell,12,1,Portugal
528,3,Women,Sants-Montjuïc,la Marina de Port,13,32,Portugal
529,3,Women,Sants-Montjuïc,la Font de la Guatlla,14,18,Portugal
530,3,Women,Sants-Montjuïc,Hostafrancs,15,28,Portugal
531,3,Women,Sants-Montjuïc,la Bordeta,16,15,Portugal
532,3,Women,Sants-Montjuïc,Sants - Badal,17,29,Portugal
533,3,Women,Sants-Montjuïc,Sants,18,64,Portugal
534,4,Women,Les Corts,les Corts,19,80,Portugal
535,4,Women,Les Corts,la Maternitat i Sant Ramon,20,31,Portugal
536,4,Women,Les Corts,Pedralbes,21,11,Portugal
537,5,Women,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",22,4,Portugal
538,5,Women,Sarrià-Sant Gervasi,Sarrià,23,17,Portugal
539,5,Women,Sarrià-Sant Gervasi,les Tres Torres,24,23,Portugal
540,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,25,27,Portugal
541,5,Women,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,26,58,Portugal
542,5,Women,Sarrià-Sant Gervasi,el Putxet i el Farró,27,78,Portugal
543,6,Women,Gràcia,Vallcarca i els Penitents,28,35,Portugal
544,6,Women,Gràcia,el Coll,29,6,Portugal
545,6,Women,Gràcia,la Salut,30,21,Portugal
546,6,Women,Gràcia,la Vila de Gràcia,31,138,Portugal
547,6,Women,Gràcia,el Camp d'en Grassot i Gràcia Nova,32,75,Portugal
548,7,Women,Horta-Guinardó,el Baix Guinardó,33,44,Portugal
549,7,Women,Horta-Guinardó,Can Baró,34,10,Portugal
